short_description,header_image,categories,genres
"Greak: Memories of Azur is a single-player puzzle platformer adventure. Azur is under threat from an enemy attack who have control of strange creatures infecting the land. Take on the role of three siblings: Greak, Adara and Raydel and utilize their unique abilities to escape the invasion together.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1311070/header.jpg?t=1761837649,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Indie"
Super Buckyball Tournament Preseason is currently offline. Please join us again in early February 2021 for another round of SBT!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1341230/header.jpg?t=1638002753,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Remote Play on TV, Family Sharing","Action, Casual, Free To Play, Indie, Sports, Strategy"
"In 2097, life is discovered on Mars. When your mission of first contact becomes trapped by a cave-in, you must master the alien ecosystem to survive. Soon you stumble upon more than anyone expected, and with time running out, you will make a decision that determines the fate of a lost planet.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/227200/header.jpg?t=1447357132,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie"
"Discover the prologue of the next instalment of Syberia: The World Before, which returns to the origins of the Syberia saga.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1421230/header.jpg?t=1645482640,"Single-player, Full controller support, Family Sharing",Adventure
"Summer, 2020, Ya'issor. Most people have become youtubers, streamers, and other scum, and almost no one wants to be a working bum. Nobody has an opinion of their own. Everyone thinks they are nihilists, atheists, reading intellectuals, and other elites.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553790/17f6ec46851228187109a2809206705b8673958b/header.jpg?t=1773957000,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Indie"
"Armed with only your wits and a pair of Stealthing Goggles, it’s your job to sneak your way through a deadly facility that’s determined to extinguish your fragile little life.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/209190/header.jpg?t=1747738814,"Single-player, Steam Achievements, Steam Trading Cards, Custom Volume Controls, Keyboard Only Option, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie"
Freebie is a casual game where you launch a ball against a paddle and hit a green surface. Be careful not to hit the red surfaces or you'll lose a life!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/487220/header.jpg?t=1487735849,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","Casual, Indie"
"“Grab, hurl, and eliminate” Rogue-lite Core-Action!! A large-scale rebellion erupts within the spacecraft “Life Stream.” With the help of you, Rona, an android known as “Metallic Child,” stands up against a fleet of massive robots to stop the plot devised by her own creator, Doctor Irene.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1490610/header.jpg?t=1726038256,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Indie"
Experience the balanced PvP Battles in a 4vs1 style. Win through collecting souls in a 4vs4 style battle where the person that holds the Warden Soul will turn into a Warden to hunt down the visitor on the other team. There can only be one winner in the war between sides.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2334220/header.jpg?t=1742593003,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing","Action, Indie, Strategy"
"“Z”, the classic Real Time Strategy Game by the Bitmap Brothers. Fans of this classic strategy title are in for a real treat. Everything is in here from the terrific comedy cut scenes to the frantic game play making this is the definitive version of Z.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/275530/header.jpg?t=1607940181,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","Action, Strategy"
The human race is in danger again. This time scientists could not cope the imminent threat and became monsters themselves. Crowds of zombie people filled the secret research base. The dreadful contagion is about to spread earth wide. Use the last chance to save the humanity from total annihilation!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/33130/header.jpg?t=1731075744,"Single-player, Family Sharing","Action, Indie, RPG"
"StarBreak is a unique skill-based action platformer MMO where you explore strange sci-fi worlds alongside dozens of other players, kill legions of dangerous aliens and fight epic boss battles.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/420790/header.jpg?t=1575262181,"Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","Action, Free To Play, Indie, Massively Multiplayer"
RPG turn-based combat game with deep tactics and bad jokes! Do you have what it takes to save the kingdom?,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1904860/c47c8c49f101fa20315a36a139c968f7de1d7d19/header.jpg?t=1745507867,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Indie, RPG, Strategy"
"Megabyte Punch is a fighting/beat ‘em up game in which you build your own fighter! As you travel through different environments, you battle other creatures to get their parts. Parts have their own powers and bonuses, like gun arms for a shoot ability or powerful hips for a devastating pelvic thrust attack.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/248550/header.jpg?t=1667226801,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Remote Play Together, Family Sharing","Action, Adventure, Indie"
"A 3rd person, fixed-camera survival horror adventure. Fear the Presence, a mysterious entity you cannot fight: stay alert, hide, breathe slowly... Explore cursed places where unseen spirits and lost souls linger in a true horror story for the ages.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1096570/header.jpg?t=1709572980,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Adventure
"A series of grisly murders brings Lara into conflict with a sinister Alchemist from the past, and a secret alliance of powerful individuals shrouded in mystery. Accused of the murder of her one time mentor, Werner Von Croy, Lara becomes a fugitive on the run.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/225020/header.jpg?t=1729010145,"Single-player, Family Sharing",Action
ARMA: Gold is pack of ARMA: Armed Assault and an expansion pack ARMA: Queen's Gambit. ARMA is a first person tactical military shooter with large elements of realism and simulation. This game features a blend of large-scale military conflict spread over large areas alongside the more closed quarters battle.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/65780/header.jpg?t=1748873330,"Single-player, Multi-player, Family Sharing","Action, Simulation, Strategy"
"Shardbound brings fast, fun, and tactical card strategy to the table! Build your deck, take control of the board, and face off in exciting battles that are as unpredictable as they are action-packed.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/586030/header.jpg?t=1733259629,"Multi-player, PvP, Online PvP, In-App Purchases","Action, Indie, Strategy, Free To Play, Early Access"
THE 4 SINS is a multiplayer puzzle game in horror atmosphere. It is adapted from a local offline escape room which has gained public recognition for its story. There are 4 players in the game to find cooperative solution by exploring the ghost town. Try to escape the strange place!!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2128940/header.jpg?t=1772448084,"Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Family Sharing","Adventure, Indie, RPG, Strategy"
"Talvisota for Rising Storm 2 brings players from the steaming jungles of Vietnam to the frozen forests of Finland, during the Soviet-Finnish Winter War of the late 1930s.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1206240/header.jpg?t=1586783069,"Multi-player, PvP, Online PvP, LAN PvP","Action, Massively Multiplayer, Simulation"
"Conquest of Elysium 5 is a quick turn based fantasy strategy game with a touch of rogue-like. The game is full of depth, details and monsters. There are also a huge number of factions, each with its own unique gameplay and magic rituals.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1606340/header.jpg?t=1711215313,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Workshop, Remote Play Together, Family Sharing","Indie, Strategy"
"Overture is an action-adventure roguelike which draws heavy inspiration from hits such as Diablo, Realm of The Mad God, Zelda, and The Binding of Isaac. Explore vast randomly generated dungeons and slay hordes of cunning enemies!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/343100/header.jpg?t=1614781615,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","Action, Adventure, Casual, Indie, RPG, Strategy"
"All the horrors of zombie apocalypse in adorable pixelated form! Craft, explore and rescue people in a city overrun by the zombie horde. Good luck, survivors!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1193340/header.jpg?t=1727715822,"Single-player, Family Sharing","Action, Adventure, Indie, Early Access"
"First, realistic PvP brawling game for up to 8 vs 8 players with original, dynamic combat system and fast, round based battles. Create and develop Your character. Earn new skills and items that helps You beat Your opponents. Gather Your friends and fight together in a clan.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417910/header.jpg?t=1600256776,"Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats, Family Sharing","Action, Massively Multiplayer, Simulation, Sports"
"It is a time of great rejoicing in the galaxy. Luke Skywalker, with the help of Wedge Antilles, has blown up the Death Star. But there is little time to celebrate. The mighty Empire is gathering strength for a determined, all-out assault on the Rebel forces.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/455910/header.jpg?t=1741817733,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing","Action, Simulation"
"Agent Nelson Tethers just solved his biggest case yet. So why isn't he satisfied? Venture back to eerie Scoggins, Minnesota to solve the mystery of &quot;the Hidden People&quot; once and for all!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/94590/header.jpg?t=1686675497,"Single-player, Steam Achievements, Family Sharing","Action, Adventure, Casual"
"Monday Night Combat is a class-based, third-person shooter… and the most popular lethal sport of the future!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/63200/header.jpg?t=1447353796,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Family Sharing","Action, Strategy, Indie, Sports"
"In this runner game, you play as a mouse who has stolen cheese as much as you can.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/776960/header.jpg?t=1691507119,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Adventure, Casual, Indie"
Aberoth is a fantasy massively multiplayer online role playing game with charming retro graphics and tons of freedom.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/354200/header.jpg?t=1667237705,"Multi-player, MMO, PvP, Online PvP, Steam Achievements","Action, Adventure, Free To Play, Indie, Massively Multiplayer, RPG"
"Satyryczna gra platformowa o przygodach polskiego streamera Disa. Uratuj Kiarę z rąk tajemniczego porywacza, rozpraw się z plagą Bot Of Legends i graczami strzelającymi zza pleców z bojowym okrzykiem NO PAL SIĘ KONIU! W końcu połóż kres sekcie JD z pomocą Nervariena, Kubona, Arquela i Kiary.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1028470/header.jpg?t=1613656841,Single-player,Free To Play
"Tactical Multiplayer FPS shooter with a story based on the events of the World War II. Strategic battles with a variety of vehicles, including artillery. Multiple game modes. Ranks, titles, awards, career.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/691020/header.jpg?t=1519307727,Multi-player,"Violent, Gore, Action, Free To Play, Indie, Massively Multiplayer"
"You have been selected for active service in the Commandos Corps, and must now mobilize in a series of 8 new dangerous missions.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6810/header.jpg?t=1744213385,"Single-player, Multi-player, Co-op, Family Sharing",Action
"Nominated as a IGF Seamus McNally Finalist, NightSky is an ambient action-puzzle game that offers a gameplay experience unlike any other—cerebral challenges fill uniquely designed picturesque worlds. The player must maneuver a sphere by using realistic physics to advance; each of these worlds is broken into different areas.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/99700/header.jpg?t=1591749409,"Single-player, Family Sharing","Casual, Indie, Strategy"
"Do you like Real Time Strategy? or are Role Playing Games your preference…Why not try both genres in one? … or even both separately? …In one game: KnightShift!In a mystical world beyond fantasy and imagination, where corruption and disaster go hand in hand, not all is as it seems.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/254060/header.jpg?t=1622800550,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Family Sharing","RPG, Strategy"
"Apotheon Arena is the free online-multiplayer complement to the mythic Greek action RPG, Apotheon. Pit your skills with spear and shield against other players in brutal bronze-age combat. Battle across the statuesque arenas of Olympus, depicted with beautiful black-figure pottery artwork.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417890/header.jpg?t=1449687259,"Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play Together","Action, Free To Play, Indie"
"The player takes on the role of Einar, who is on a quest to kill the inhabitants of a Norse fishing village who are infected by a mysterious material. Use different weapons such as the bow, hammer and axe to clear the village of the monsters.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/674400/header.jpg?t=1772360905,"Single-player, Full controller support","Action, Casual, Indie, Strategy, Free To Play"
"Medusa’s Labyrinth is a very short mythological first-person horror game set in ancient Greece. It takes myths and legends that have stayed with us for over 2000 years and mix them together with modern gameplay. The game let's you explore murky catacombs and follow along a classic, tragic story.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/436110/header.jpg?t=1572337950,"Single-player, Partial Controller Support","Action, Adventure, Free To Play, Indie"
"42 Players Start. Only 1 will survive.Down to One is a competitive survival shooter in a large, interactive, open-world environment. Start out with nothing, and use anything you can find in the environment to survive, and eliminate other competitors over the course of a brutal round.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/334040/header.jpg?t=1696714961,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Stats, Family Sharing",Action
"Urban Empire is a ‘City Ruler’, pioneering a new breed of strategy game that combines city builder features with political scheming and adds profound social and historical events into the mix, creating a whole new gameplay experience.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/352550/header.jpg?t=1730815714,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Simulation, Strategy"
"Get ready to enter a new era of physics platforming. Polyball is a classic ball rolling game in the vein of Super Monkey Ball, Marble Madness, and Marble Blast - while taking cues from games such as the Sonic series, Trackmania, and Mario Kart.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/368180/header.jpg?t=1587254629,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing","Action, Casual, Indie, Racing, Simulation"
Gunscape provides easy-to-use tools based on a block-placement interface everybody's already familiar with to create all types of maps. Don't like building stuff? Then just blast your way through hordes of monsters or duel with other players!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/342480/header.jpg?t=1668660607,"Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Includes level editor, Remote Play Together, Family Sharing","Action, Indie"
"A killer puzzle game where you control Skullface, a psycho slasher bent on slaughtering camp counselors at the title campground. Slide an adorable voxel murderer around hundreds of isometric puzzle levels to squash, flay, and decapitate hapless victims in this darkly comic homage to 80s horror.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/530390/header.jpg?t=1733346261,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","Casual, Indie, Strategy"
"An idle dungeon management game, where high tier units can create low tier units.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1540960/header.jpg?t=1750201124,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud","Indie, Strategy, Free To Play"
"Follow the journey of Kenshi, a wandering demon hunter, and his brother, a demon cat seeking a way to return to his true form. Can they find a way to end the curse and save Lanistra?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/461640/8ac2cc3a1e9bac26347e445ba4b9851aa560c6b2/header.jpg?t=1756075018,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG"
This may be the world's first stand-alone simulation game that can “develop a mobile phone&quot;! There are more than 60 models for you to develop! Develop your own mobile phone now!Support sharing with IOS version of the game archive!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/741260/header.jpg?t=1660734523,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie, Simulation, Strategy"
"Play a story-driven room escape game with unique puzzles enjoyed by tens of millions of players. Solve mysteries, puzzle through escape rooms, and find the clue that will crack the case in a critically acclaimed puzzle adventure game!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1141020/6c77afd2ab038aec6a39ecba2d72f6b6aa197850/header.jpg?t=1768611255,"Single-player, Steam Achievements, In-App Purchases","Adventure, Casual, Indie, Free To Play"
"Battle Carnival is Character-based non-P2W, Free to Play online shooter. While each characters are playful as they have many different skills for different situations, the game still demands extensive team play skill as your killer moves can blossom in close cooperation with your teammates against the enemy.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/803140/header.jpg?t=1550796714,"Multi-player, Online PvP, Family Sharing","Free To Play, Early Access"
"The Dominion takes no prisoners! Fight for your survival in the unforgiving terrains that surround you, strengthen your hero through slaying dangerous creatures, gather a group of allies and bring the battle to Darza in this fast-paced roguelike cooperative bullet-hell MMO!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1895130/header.jpg?t=1742077855,"Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","Action, Adventure, Massively Multiplayer, RPG"
TROPICO RELOADED is the ultimate game compilation for hobby-dictators and those dreaming of their own Caribbean island. Tropico combines real-time strategy and simulation elements with a healthy dose of political intrigue and Caribbean flair to create a unique and critically acclaimed game experience.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/33520/header.jpg?t=1755702270,"Single-player, Family Sharing","Simulation, Strategy"
"All-in-one VR software for creators. Record mixed reality, transform into your favorite avatar, see chat inside your headset, and more.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/755540/header.jpg?t=1747924607,"VR Only, Partial Controller Support, Steam Cloud, Remote Play Together","Utilities, Video Production, Web Publishing"
"In Stealth Inc 2, you play the role of a clone escaping a sinister and high-tech testing facility. Stealth Inc 2 tests both your brain and your reflexes over 60 varied levels linked together in a sprawling overworld.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/329380/header.jpg?t=1747738919,"Single-player, Steam Achievements, Steam Trading Cards, Custom Volume Controls, Save Anytime, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing","Action, Adventure, Indie"
"A strategy game combining the turn-based combat of XCOM with the world exploration of HOMM. Build towns, collect artifacts, improve your heroes, and influence your tactical surroundings using physics!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/612570/header.jpg?t=1775138439,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Indie, Strategy"
这是一款很&quot;休闲&quot;的文字挂机游戏，游戏小而系统完善，玩法丰富，极其耗电，并且有大量玩家自制mod，让你玩了就停不下来。喜欢文字挂机游戏的不要错过，也仅限喜欢挂机游戏的同好，,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892420/header.jpg?t=1542742105,"Single-player, Family Sharing","Casual, Indie, RPG, Simulation"
"A Top-Down Shooter/Looter RPG with a touching story inspired by JRPG classics. Shoot enemies, get loot, and customize your characters. Multiple endgame systems and over 100 hours of play await you solo or up to 4-player co-op!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/633080/header.jpg?t=1755196862,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing","Action, Adventure, Indie, RPG"
"Welcome to Age of Wonders, the authentic turn based fantasy strategy classic that started the hit series. Age of Wonders’ intimate atmosphere with painterly graphics still shines today. The game’s fully patched up, start building your fantasy empire today!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/61500/header.jpg?t=1726489297,"Single-player, Multi-player, Family Sharing","RPG, Strategy"
Esports Legend is a Esports club simulator. You are here to make a unknown amateur team world-famous within several seasons!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/907270/header.jpg?t=1646642652,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie, Simulation, Strategy"
"Pixel Puzzles 2: Anime is a traditional style jigsaw puzzle game, in a kawaii style.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/350810/header.jpg?t=1704556874,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Casual, Indie, Simulation, Strategy"
Welcome to the prologue to Train Station Renovation. This is where you will learn and teach how to renovate these small and the largest train stations in the world.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1281080/header.jpg?t=1672837774,Single-player,"Casual, Indie, Simulation, Strategy"
"Command the Gods, strategically position your forces, and unleash divine powers to defeat your foes in the new turn-based strategy CCG from the makers of SMITE and Paladins!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/648430/header.jpg?t=1562693871,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","Free To Play, Strategy"
Experience piloting and customizing massive armored units called Wanzers while engaging in high-intensity battles driven by a compelling story. The battle begins now!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/43000/header.jpg?t=1775120635,"Single-player, Multi-player, Steam Achievements, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Surround Sound, Partial Controller Support, Steam Leaderboards, Family Sharing",Action
"Cannon Brawl is action RTS and artillery hybrid. Pilot an airship, command powerful weapon emplacements and use the destructible terrain to out think and destroy your enemy! It's a new take on artillery strategy!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/230860/header.jpg?t=1728954769,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","Action, Adventure, Indie, Strategy"
"With FPH SpedV, you will enjoy your Trucking Simulators more! You can create virtual Trucking Companys and work up with your Friends. We offer you a tool to manage your VTC in ETS 2 and ATS. This Programm will directly link into the Games and make it easy to monitor your drive.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/839200/header.jpg?t=1734791234,"Multi-player, Co-op, Online Co-op, Steam Achievements",Simulation
"Unleash your creativity and craft anything from flying cars to jet-powered toilets.Fair warning: there's a learning curve. But once you've got it, the sky's the limit for your creations!While active development is paused, we focus preserving the game and keeping it accessible.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/325420/header.jpg?t=1751848284,"Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing","Action, Adventure, Indie, Racing, Simulation, Sports, Early Access"
The world’s first MOSA (Multiplayer Online Sports Arena) is now available on Steam Early Access!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/285580/header.jpg?t=1539975727,"Single-player, Multi-player, Co-op, Family Sharing","Action, Free To Play, Indie, Sports, Strategy, Early Access"
"Evil Inside is a first-person psychological horror game. After the death of his mother and the arrest of his father for it, Mark decides to contact her using the Spiritual board. But it fades away, and here is when all begins... Mark will face his greatest fears to discover the truth.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1485870/header.jpg?t=1730374798,"Single-player, Steam Cloud","Adventure, Indie, Free To Play"
Choose from a variety of daring riders and get a taste of adrenaline riding freestyle or on the race course. Show your opponents what you can do with your best drifts and tricks! Show of your skills to win the championship and send your enemies of the road or into traffic for spectacular crashes.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417430/header.jpg?t=1581349208,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",Racing
"Wild Warfare is a F2P, multiplayer FPS made for players that enjoy fun and/or being a bear. It's a mix of crazy game modes, balanced classes, simple controls and intense matches. Its got vehicle combat, because why not? You can even be a bunny that clubs people with a wrench, lucky you.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/312150/header.jpg?t=1776120158,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","Action, Indie, Free To Play, Early Access"
"An Open world Action adventure combining exploration with puzzles and dynamic combat. Go on a journey across a sprawling continent as Kaku, a boy tasked to restore balance to the land. Brave the four elemental regions with the help of Piggy, his powerful companion and conquer their lords.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1179580/4921083a2a1b3517361e62ce058f24778c9d93f8/header.jpg?t=1766047443,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Save Anytime, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG"
"IMPORTANT: The game is no longer working. After so many years of service, the old server stopped working and it was not possible for us to run the game on new servers. We thank all the players of Victory the Age of Racing.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/264120/header.jpg?t=1732934434,"Single-player, Multi-player, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing","Indie, Racing, Simulation, Sports, Free To Play"
"Your heroes and your armies will need strong leadership to take them on a spellbinding odyssey that has everything a gamer’s heart could wish for breathtaking worlds in space, battles against cunning enemies and even downright treason from your own government faction - are you up to it?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/253880/header.jpg?t=1622800581,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",Strategy
"Livelock is a co-operative top-down shooter where you play solo or with up to two allies to break the cycle of infinite war between machines. As one of the remaining Capital Intellects, your role is to unlock Eden and revive humanity.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251230/header.jpg?t=1712608261,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Indie"
"Classic side-scrolling gameplay is reporting back for duty with Bionic Commando Rearmed, a remake of the classic NES game, out now on PC.20 years after the 8-bit classic was released, Bionic Commando Rearmed recreates the world of the original with a complete &quot;2.5D&quot; visual revamp.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/21680/header.jpg?t=1644282960,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",Action
"Can you survive the Noose and the Knife? Traitors in Salem is the new Social Deduction game that expands the Salem universe to give you new ways to investigate, deceive, and murder your opposition.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1497640/header.jpg?t=1759450282,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Steam Cloud, Family Sharing","Casual, Indie, Strategy, Free To Play"
"FBI agent Erica Reed has an uncanny talent: she can see the past and piece together how a crime unfolded. But not even this sixth sense could save her younger brother, Scott, from a brutal serial killer. Three years later, the investigation into Scott’s murder has gone cold -- but Erica’s work has only just begun.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242780/header.jpg?t=1478025368,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","Adventure, Indie"
A knight exiled from his kingdom must find the holy grail if he is to return.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/508840/header.jpg?t=1730897113,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie"
